@relation pca
@attribute pcomp1 numeric
@attribute pcomp2 numeric
@attribute pcomp3 numeric
@attribute pcomp4 numeric
@attribute pcomp5 numeric
@attribute imdb_score numeric
@data
-1.43359274799972,-0.95773684461608,-0.647831053627869,-1.18919373332481,-0.0990315678325356,7.1
3.08466856656684,-1.79324111129077,-2.14207006257445,2.10468604223816,0.785230797171523,2.7
-0.161716733236236,0.485082496094976,-0.857718609698333,0.256692253099913,0.359233213719088,6.6
1.74382315973863,-0.0731889519744758,0.588314455369191,1.18375577992736,1.00049340237535,5.4
5.75128083113796,0.746582250552082,0.262587742567215,0.0986472043071891,0.1569969302001,4.3
-0.504771028783162,-0.0370894099269538,0.344409772843504,-0.290258428173692,-0.397562350170958,6.9
-0.466258370240137,0.222989410795968,-0.0132706003662289,-0.837175585126126,-0.396327109398624,6.7
-0.731814723893523,-0.102279758145902,-0.077661657410417,0.419381032324352,-0.615457349554359,6.6
-2.39331533015358,0.116396478459418,-0.763755554232518,-1.00847146404243,0.442524222321106,7.8
-1.41582600488719,0.735798058262954,-0.804801575009614,0.0232767295493075,0.0248615292052208,7.2
-1.78173210605451,-0.862135524922478,0.131123109771555,0.459931042922066,-0.272114346679016,6.3
-0.858465834754149,-0.392746207416704,-0.757646971449753,0.0980904335343928,0.599475228708994,6.4
0.411612992655896,0.224278866950489,-0.380484543405515,-0.375908266700732,-0.119050246769479,6.8
1.72110874045973,1.63716905272904,-0.226545649867057,0.304988028432178,-0.463972264164908,5.4
1.27928405024469,0.173759799929529,1.07871559808139,0.319956809338884,-0.355502958283219,6.1
2.16569973208117,1.51223882035335,0.160811676709769,-0.135280392112587,-0.572000339495268,5.9
1.4560868508539,0.286723703616307,0.447752682580526,-0.402876928470048,-0.682357544134424,5.5
-0.635885149225873,-1.61208512795309,-0.258754372125849,0.181458850051002,-0.961906213140743,5.5
0.854084401128096,0.887557840782457,-0.317422027712395,0.103799067459737,-0.384358361806788,6.7
-0.17986848079409,-1.40608929963045,0.325705896518308,-0.0518879306880913,-0.773169154859208,5.2
-0.418938097106771,0.201144423145235,-0.647439338839302,-0.259440152708186,-0.104102256917689,7.4
1.39969117636834,0.463115490846127,0.700127950249101,0.137777079238352,-0.194799795784062,6.1
-0.270632199806914,0.418987435112982,-0.0823562928560867,-0.505245578736862,0.547033195318892,6.9
0.659194412632003,1.12839100861687,-0.0924544517635551,-0.0591338064565003,0.309725050612837,6.7
0.0585593271770763,0.918247640998047,-0.128462650765839,0.0439295965206354,0.218596887160641,7.1
0.528970737589404,1.00911581157891,-0.17226180366669,-0.0630634376784527,0.395825528350615,6.8
0.241822814958147,-1.96850871671255,0.478299828896472,-0.68061202586226,0.299753010022292,5.9
-0.910578357642355,0.710758391944512,0.0360848630016709,0.00559343471544903,-0.833921249731782,7.5
-3.06559962706409,-0.00856787110751914,-0.33010849464145,0.120318645738412,-0.0483790529347592,8.7
0.272441309239791,-0.217159057899905,-1.61628237024691,-0.368973367404279,-0.151954428700811,6.2
0.830109384541089,-0.308332588192501,-0.445933468661886,1.48387219484933,0.45080867032422,5.7
0.830109384541089,-0.308332588192501,-0.445933468661886,1.48387219484933,0.45080867032422,5.7
1.67541999323113,-0.114775034814998,-0.0730636644974592,-0.440447863175224,0.0203681600631351,6
-0.48761583813613,-0.712805342395663,-0.292322246815416,0.358681075547077,0.272263179677619,6.5
-1.779883777593,-1.60411244533241,-0.697263500966231,-0.181857631111913,0.410484861521028,6.1
3.35611415496054,-3.61549135607527,0.195425909462127,-0.121538243643356,0.325286002868256,3.3
-1.52944254680433,-0.904500478601462,0.0802080002172708,-0.455752204843791,0.100758385784434,7.5
1.31362859610173,1.39126383583578,0.121329962268803,-0.121230178290374,-0.375628190388828,6.3
-0.756457632602071,0.690062288708618,0.109493438118087,-0.0206364963163907,0.57100237866223,7.3
0.833395085263207,-3.06885310078948,-0.697072796128081,0.134857077293821,0.139798892459717,4.6
3.52020783104667,0.490847653864108,0.507388956054883,0.144805408304348,0.486657572593883,5.2
-0.873268256900116,-0.439591779703394,0.781793931789912,-0.420869727212812,0.610036908420852,6.6
-1.91216506404549,-0.566644210653826,-1.04854573310898,0.416285109440961,0.0756497729107712,7.1
0.274462119460241,-1.13982696429144,-0.398587269330785,1.03376696190047,0.489787802825045,5.6
