@relation pca
@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute imdb_score numeric
@data
0.659140380314842,1.06733069248667,-2.74798002854982,-0.324875901879463,0.658912428396052,0.781267465838329,-1.27460871901952,0.261131994156837,-0.123552285592482,0.955251313401006,7.9
3.05217745654574,-0.169643248708838,-0.639713797164119,1.24014481355298,1.41327425202979,1.80488734393789,-0.427212130990063,1.07028646437773,-0.559079296406806,0.811763992716628,7.1
1.33416572772209,1.26690970933495,-2.1728559450922,-0.928361019701007,0.681329711037743,0.273470397294179,-1.26774288226197,-0.677854056639418,2.75871861240985,1.02709589310162,6.8
15.0907694888271,3.80189847118954,-4.17812828466959,-4.00499854804695,-0.712822305657982,-8.24782231466203,2.60635823100558,-0.27200780785088,-0.0891406220546056,1.02473266769921,8.5
-2.13090809964403,3.06505212772726,4.39794078798442,1.04012108675737,0.430440029255424,-1.67487211765355,0.997523325926046,-4.37112585827127,-1.55160400534708,2.56879555785596,7.1
-0.0719578970508028,0.515695979964839,-1.23033718236955,-0.643548578855301,0.936279533992332,0.259586495808504,-0.305094099817269,0.186395634070457,0.424702319770689,0.324286210662987,6.6
3.63242028045857,-0.49384094610275,-0.0922331386628667,-0.111118471943295,1.3187571533917,-0.190273629184045,-0.71851175928927,1.49972035893258,-1.40567959110912,0.673370512208938,6.2
-0.173203785967945,0.817118212997581,-0.989959923986845,-0.381739265934932,0.888562066161257,0.139732876192118,-0.448559651148921,-1.17642185268456,0.355157711945511,-0.558867817112273,7.8
11.4640522822309,1.10726658871626,-0.248158027990924,-5.5442619749518,0.0947709926421012,-4.66311823748566,-2.56326101563851,-0.581636528406929,-0.693178635466076,0.546606113911542,7.5
5.84335592928777,-0.00674990826166713,0.0605904888707827,-2.09936233017195,0.52827180019715,-0.752380794913727,-0.82122544706243,0.898681465309512,-2.45868427382951,0.219569401355784,7.5
4.38269644825027,2.8266143165816,-4.30707515020167,-2.27964456241251,0.451845419904194,-1.28956673366266,-3.11380778226873,-1.7308521369914,6.10101992024072,2.38695538785675,6.9
2.20227207482129,-0.360524334937143,-0.690609701245754,0.247180246526111,1.03551767167568,0.534439398885534,-0.69774212992437,1.66583160061194,-0.930926945735647,0.883609045106836,6.1
-0.645607801423162,0.168590425138338,-0.309524096787178,-0.155317197450559,0.800346264434568,0.194296781429234,0.0698434959180093,0.0865755491784468,-0.286791032698091,-0.342032868029167,6.7
